"row","col","ID"
19000,11500,390
19000,12000,391
19000,12949,392
19500,500,393
19500,3500,394
19500,4500,395
19500,5000,396
19500,6500,397
19500,7000,398
19500,8000,399
19500,8500,400
19500,9000,401
19500,10000,402
19500,10500,403
19500,11500,404
20000,1000,405
20000,3000,406
20000,3500,407
20000,4000,408
20000,4500,409
20000,6000,410
20000,7000,411
20000,9500,412
20000,10000,413
20000,10500,414
20019,500,415
20019,1000,416
20019,2000,417
20019,3000,418
20019,4000,419
20019,5000,420
20019,5500,421
20019,6000,422
20019,6500,423
20019,7000,424
20019,7500,425
20019,8500,426
20019,12949,427
