"a","b","d","c","rmse_p","h","rmse_b","ID"
0.00046406,0.85348213,0.06060826,18.1946,6.94187502683605,2.1262,10.5482,18932
0.00046406,0.99810737,0.09565295,15.9544,6.42181394980778,1.6577,11.3275,18933
0.00046409,0.06832429,0.00369794,17.7726,10.7362870830763,2.9538,5.9599,18934
0.00046416,0.9677788,0.0557669,18.4367,7.00421747142806,2.63,8.6429,18935
0.00046419,0.33594099,0.08968771,18.5516,6.66500530327003,2.7803,8.7837,18936
0.00046419,0.36665487,0.04484629,19.2172,7.61437671860217,2.7341,8.6067,18937
0.00046419,0.95340472,0.0685951,14.4767,7.98946818698067,2.9114,4.5821,18938
0.00046425,0.30739304,0.03431745,17.0448,9.01764343729079,2.5444,7.0962,18939
0.00046425,0.88737166,0.02738268,12.9531,11.5342506712262,1.8801,5.7703,18940
0.00046426,1.06103826,0.06812188,14.8818,7.73278096657389,2.2058,7.2689,18941
0.00046428,0.5353362,0.0645923,14.0588,8.79949270654422,2.3879,5.6322,18942
0.0004643,0.42657635,0.04831738,17.4163,7.98974325794769,2.3805,8.3668,18943
0.00046432,0.66808301,0.04358529,16.1644,8.60266594888388,1.9628,8.8056,18944
0.00046434,0.88767213,0.02440247,12.6249,11.984331740634,2.121,4.5886,18945
0.00046434,1.1094594,0.08379982,14.0265,7.4392188207179,1.9664,7.8316,18946
0.00046434,1.1265192,0.02003618,15.8002,9.86476077986686,2.7214,5.3766,18947
0.00046436,0.84389311,0.00131551,17.2657,10.3770660091201,2.7022,6.302,18948
0.0004644,0.15644673,0.0793264,19.4988,6.94857638973237,2.9116,8.8862,18949
0.00046441,0.91330457,0.09398486,12.5352,7.93132293845048,2.6405,4.2685,18950
0.00046442,1.1342448,0.03645216,14.9392,9.38417611250625,2.9532,4.4492,18951
0.00046443,0.59221852,0.03762262,12.2402,11.6781496412414,1.7306,5.8342,18952
0.00046445,0.90019292,0.03768343,14.3208,9.87728479969754,2.5897,4.8079,18953
0.00046451,0.09320296,0.01301903,19.3683,9.3568759907356,2.0165,10.8543,18954
0.00046452,1.19293272,0.01852233,14.2056,10.9763815253247,2.9288,4.0189,18955
0.00046453,0.93040556,0.00407043,16.1072,10.8422928824792,2.6342,5.6148,18956
0.00046455,0.22237033,0.01843486,14.5686,11.6480178770477,2.7348,4.3982,18957
0.00046457,1.17856956,0.00814639,12.6593,12.8418693693938,2.0218,4.7077,18958
0.00046458,0.25525844,0.04573807,15.4822,9.30144073336314,1.6099,9.5799,18959
0.00046459,0.85098249,0.06903686,17.3697,6.85338529999168,2.8684,7.0413,18960
0.00046463,0.39766604,0.02537861,19.4666,8.35537373364286,2.553,9.1319,18961
0.00046466,0.50999135,0.04223606,15.8404,9.00904534841895,2.1731,7.5782,18962
0.00046467,0.63278276,0.05301411,13.289,9.88226750173109,1.8114,6.8741,18963
0.00046468,0.60745269,0.07424433,19.7585,6.7368068098692,2.3525,11.383,18964
0.00046469,0.5096125,0.03741628,14.3912,10.2122581277863,2.7092,4.5199,18965
0.00046475,0.31435457,0.02769448,13.4253,11.749716608431,2.8396,3.7976,18966
0.00046476,0.29222044,0.0541064,15.6257,8.71020956788172,2.6829,5.7587,18967
0.00046476,0.73779094,0.09259676,12.518,8.13947343801156,2.6188,4.2543,18968
0.00046476,0.82087058,0.08372959,19.2291,6.56844359934658,2.2666,11.5237,18969
0.00046477,0.6525358,0.04482962,19.2871,7.37406976047242,2.0113,11.6718,18970
0.00046479,0.65017837,0.00713748,13.2515,12.9182856863923,2.9779,3.9601,18971
0.00046479,0.86657566,0.08188917,13.9909,7.68029155113231,2.9261,4.3999,18972
0.00046484,0.30786565,0.02843931,13.9213,11.345610008853,2.4979,4.5438,18973
0.00046484,0.67322707,0.09068163,14.0172,7.43506409174919,1.6322,9.3115,18974
0.00046487,0.61334348,0.0744487,18.5316,6.67689386478467,1.8031,12.5598,18975
0.00046488,0.1036528,0.08187319,13.1222,8.97985091333207,1.6063,8.156,18976
0.00046494,0.9757992,0.05881764,12.3603,9.88853580680402,2.5902,3.7272,18977
0.00046494,1.06172085,0.00554155,12.3427,13.3629285451668,1.5836,5.9186,18978
0.00046495,0.08283392,0.03521451,15.7283,9.98645491300713,1.9174,8.2374,18979
0.00046499,0.77841711,0.00423811,19.2432,9.23266323326986,2.6002,8.4098,18980
0.00046499,1.10081983,0.03399181,19.2879,7.57479882366116,2.2693,10.4441,18981
0.00046501,0.02178125,0.00228057,18.5694,10.445138277276,1.794,10.7489,18982
0.00046503,0.07842792,0.09955706,13.2101,8.13611001986271,2.0527,6.8224,18983
0.00046505,1.00996423,0.0628622,12.5068,9.51691471179377,1.7243,6.8226,18984
0.00046507,0.03056687,0.02277135,16.265,10.4849554732292,1.8645,8.6792,18985
0.00046509,0.96914786,0.03447705,17.0897,8.40161445749039,2.7665,6.5044,18986
0.0004651,0.58923721,0.0613991,13.4287,9.33207354252696,2.7924,4.0115,18987
0.0004651,0.82747114,0.09996759,17.1582,6.31724472873607,2.6878,8.2055,18988
0.00046515,0.05082399,0.07093407,17.8111,7.36839769101485,2.475,8.7883,18989
0.00046516,0.98071647,0.00917154,13.0853,12.5976012711275,2.3643,4.1087,18990
0.00046519,0.88278794,0.08867644,16.2772,6.54229314010263,1.7669,10.9436,18991
0.00046523,1.12142837,0.0944802,12.7046,7.68797721445174,2.7853,4.0851,18992
0.00046528,1.08660185,0.02646642,12.769,11.5703522424937,2.3293,4.1774,18993
0.00046529,0.81674266,0.01197918,12.2149,13.224960685314,2.1436,4.0104,18994
0.00046534,1.04026783,0.02497082,16.8032,9.0372875321234,2.6931,6.3446,18995
0.00046539,0.27450237,0.05387516,19.2983,7.3690139292591,2.5324,9.6387,18996
0.00046542,0.79469925,0.06345849,13.8891,8.72532042737123,1.8065,7.7691,18997
0.00046544,1.041888,0.00165284,19.2086,9.22417557526543,2.684,8.0799,18998
0.0004655,0.1339495,0.02271779,14.9341,11.2203346420038,2.5999,4.9517,18999
0.00046551,0.43851763,0.02426192,14.4269,11.1092476978836,1.9462,6.7281,19000
0.00046554,0.01146824,0.02166676,15.1686,11.2881719742549,1.5938,8.7082,19001
0.0004656,0.7988587,0.00118812,19.7225,9.18972532820304,1.6099,12.8308,19002
0.00046561,0.75530863,0.01728838,14.0266,11.5366983815718,1.8394,6.6884,19003
0.00046565,0.75820935,0.0685617,16.6446,7.1315889147505,1.8299,10.4746,19004
0.00046572,1.12210953,0.06015316,12.9058,9.31946553806862,2.5141,4.3163,19005
0.00046578,0.42010787,0.07060001,15.0435,8.04055138126991,2.316,6.8917,19006
0.00046579,0.23609136,0.03519363,14.3326,10.7045433509177,2.7825,4.3018,19007
0.00046581,0.77764267,0.0609224,19.5712,6.83225529625054,2.9726,8.4671,19008
0.00046582,0.84940821,0.08250321,16.5962,6.64057317307861,1.6032,11.8099,19009
0.00046583,0.86098975,0.02684354,13.2675,11.3561391875344,2.0653,5.3669,19010
0.00046583,1.14396811,0.01037392,17.719,9.3590583743837,2.5756,7.3025,19011
0.00046584,0.99731046,0.07037254,14.7723,7.71584631017588,1.9007,8.4552,19012
0.00046585,0.47743341,0.0452397,15.963,8.8021982731582,2.9241,5.2347,19013
0.00046589,0.51708847,0.01511075,15.9811,10.575116918866,1.8016,8.6066,19014
0.00046592,0.45577741,0.07949455,17.3994,6.80369648833415,2.7155,7.7608,19015
0.00046592,0.51361752,0.01992999,19.7189,8.42967134630547,2.2796,10.363,19016
0.00046594,0.7361716,0.09449904,16.521,6.44477915372669,2.6368,7.6591,19017
0.00046594,0.96300924,0.07862072,16.8188,6.64966443011698,2.7864,7.0674,19018
0.00046596,0.22801788,0.06611551,19.8937,7.07382962669199,1.7964,13.6186,19019
0.00046597,0.12518935,0.04195545,12.1345,12.0172185171308,2.9531,3.6601,19020
0.00046602,0.72408968,0.09160154,15.1817,6.86028440066456,2.3519,7.4506,19021
0.00046603,0.10301138,0.017361,17.3555,10.0816197576861,2.3997,7.5353,19022
0.00046604,0.99925828,0.05411534,13.2974,9.49078435953298,2.7433,3.9761,19023
0.00046606,0.41504619,0.02230906,15.2161,10.7200476644655,2.1338,6.7081,19024
0.00046607,1.17750371,0.0784154,18.8355,6.53331268279485,1.6756,13.6885,19025
0.00046614,1.13941836,0.02798974,15.6596,9.44830686222214,1.8246,8.6447,19026
0.00046615,0.03473618,0.02033093,15.7404,10.9633737237643,2.3978,6.1457,19027
0.00046616,0.07777302,0.01953479,18.165,9.55884831384644,2.7649,7.0305,19028
0.00046619,0.31377068,0.02048025,17.6153,9.50395552449262,2.3292,8.1396,19029
0.00046623,0.60275376,0.08727457,16.1792,6.76070809535261,2.25,8.6708,19030
0.00046626,0.04468036,0.06217922,18.0084,7.62049660619861,1.8743,11.2713,19031
0.00046627,0.83726639,0.09443575,18.1144,6.39727515557453,2.1335,11.2841,19032
0.00046629,0.08163471,0.08492082,14.5711,8.03051507621245,2.0937,7.5813,19033
0.00046631,0.49268338,0.04538778,15.3307,9.14302846773887,2.5683,5.7527,19034
0.00046631,0.95219338,0.08707635,17.6774,6.39494736358565,1.8445,11.9574,19035
0.00046632,0.08979912,0.08050511,17.5557,7.10346156483192,1.7717,11.7462,19036
0.00046634,0.69541794,0.03439484,13.914,10.5444647842465,2.6749,4.2567,19037
0.00046639,1.12575471,0.06477723,18.2991,6.73162026099607,2.9167,7.6715,19038
0.0004664,0.04683577,0.07460214,13.1722,9.40386777109391,2.5864,4.3953,19039
0.0004664,0.54795587,0.03523741,18.5112,8.07450154251682,1.8711,11.2543,19040
0.00046641,0.63218421,0.08581796,18.0118,6.50861046706731,1.5939,13.2765,19041
0.00046643,0.7297098,0.04421372,18.6079,7.50591082195693,2.3955,9.4188,19042
0.00046644,0.21909423,0.03279199,15.6898,9.98271603950832,2.1363,7.3118,19043
0.00046644,0.91966563,0.08258218,13.0481,8.15132191566001,2.5126,4.8118,19044
0.00046646,0.3978802,0.02010232,12.239,13.0736629032174,2.5382,3.4689,19045
0.00046646,0.94140965,0.03068766,14.057,10.4657557550054,2.5964,4.5054,19046
0.00046646,0.97774965,0.05320341,13.7097,9.28171022788046,1.5642,8.4181,19047
0.00046648,1.0619998,0.01047169,12.1369,13.1761902744989,2.3139,3.6143,19048
0.00046652,0.96501124,0.03258673,12.7133,11.2990279788631,1.8654,5.7326,19049
0.00046655,1.1859138,0.00748676,16.3055,10.3125683433514,1.82,8.8336,19050
0.00046658,0.84566903,0.06047291,14.5013,8.47093483727297,2.4696,5.7201,19051
0.0004666,0.29110563,0.03263627,13.1244,11.6711402420286,2.7603,3.7163,19052
0.00046663,0.23503019,0.05366554,16.2208,8.48249644491158,1.9598,9.0036,19053
0.00046664,0.58861864,0.00884051,17.8474,9.79592979495692,2.0335,9.3383,19054
0.00046665,0.10288577,0.00927646,15.1245,12.015656195465,1.9695,6.9175,19055
0.00046665,0.30557483,0.08050999,12.0353,9.52359224836123,2.9682,3.4384,19056
0.00046671,0.31043917,0.0140344,14.7331,11.7172330520305,2.3346,5.4323,19057
0.00046673,0.26515627,0.01415272,17.2137,10.1613956841992,2.6553,6.5126,19058
0.00046673,0.95259082,0.0354083,13.4602,10.574613702809,2.5671,4.211,19059
0.00046674,0.55762142,0.03050705,12.7868,11.7658326753392,2.2686,4.3357,19060
0.00046681,0.40994784,0.00414758,18.7481,9.79193985586311,2.9784,6.6833,19061
0.00046689,0.21180324,0.03850999,17.5223,8.66347890353583,2.0681,9.4553,19062
0.00046689,0.64547849,0.02912595,13.8972,10.946382089033,2.3931,4.8555,19063
0.0004669,0.21872732,0.02457105,18.9206,8.77783577979426,2.7024,8.0235,19064
0.00046695,1.02675796,0.04878958,18.5426,7.19829884457809,2.3394,9.7601,19065
0.00046697,0.04637635,0.05018434,18.9951,7.80055399081347,2.4815,9.4188,19066
0.00046699,0.33212844,0.01969443,13.8692,11.9334556293303,2.6104,4.195,19067
0.00046704,0.68864346,0.09392985,14.9515,6.89364550342118,2.1523,8.0892,19068
0.00046704,0.80094415,0.02814819,12.7847,11.6837072531002,1.8899,5.5763,19069
0.00046705,1.08426774,0.09042908,19.4833,6.69340460610575,1.6428,14.7674,19070
0.00046707,1.12476337,0.08667904,18.9455,6.53316002982733,2.873,8.9129,19071
0.00046708,0.93386048,0.01660772,13.3203,11.9430786387899,1.8272,6.0983,19072
0.00046711,1.1824044,0.09519207,14.8922,6.65465368539103,1.6078,10.5479,19073
0.00046713,0.53398788,0.03068446,15.2395,10.0422542439222,2.0867,7.105,19074
0.00046715,0.77625602,0.01501213,16.0981,10.2579614077513,2.0671,7.7116,19075
0.00046716,0.3711389,0.00763926,13.7337,12.8135289102674,1.5408,7.307,19076
0.00046717,1.08632803,0.05253719,13.2503,9.55438012723798,2.7382,3.948,19077
0.00046726,0.83739835,0.04024733,19.5232,7.38806720294715,2.3974,10.2248,19078
0.0004673,0.80766481,0.07733052,13.0143,8.52286870577199,1.6627,7.8883,19079
0.00046733,0.75724185,0.04191869,16.7025,8.33713074700642,2.5325,7.0687,19080
0.0004674,0.78525954,0.08606495,19.8728,6.7314301495151,2.1573,12.6755,19081
0.00046743,0.46055424,0.00815591,15.7314,11.2533046307601,2.1983,6.6822,19082
0.00046743,1.08950853,0.04557455,16.4332,8.06102858774337,2.639,6.5906,19083
0.00046744,0.82062775,0.0977366,12.0371,8.13015062483115,2.3718,4.7299,19084
0.00046746,0.58431548,0.08175603,18.3261,6.58089959116684,2.3388,10.229,19085
0.00046746,1.046525,0.09883078,16.4947,6.30101283179332,1.7991,11.3325,19086
0.00046747,0.55850124,0.00369351,13.0086,13.4384892739211,1.5096,6.6942,19087
0.00046747,0.74889964,0.03898046,14.8884,9.54885468087896,2.6758,5.0122,19088
0.00046747,1.04446793,0.0150059,17.9391,9.03200018288545,2.4639,7.9746,19089
0.0004675,0.81333596,0.01907266,16.1059,9.9625845809284,2.6146,5.8712,19090
0.00046751,0.40550384,0.09412982,13.9217,7.59133975875341,2.1116,7.206,19091
0.00046752,0.83749056,0.09351429,14.5733,6.95590810009635,1.598,10.1315,19092
0.00046752,1.14304495,0.01049967,18.1349,9.1447029020617,1.981,9.9975,19093
0.00046753,0.0707171,0.08360647,15.2584,7.76971733628126,2.353,7.1656,19094
0.00046753,1.09318531,0.03017213,17.4868,8.37540315983984,2.721,6.947,19095
0.00046755,0.94707972,0.06781332,16.5303,7.08916007933927,2.9896,5.9227,19096
0.00046756,0.16622344,0.09149633,18.1085,6.77043421372987,2.491,9.5204,19097
0.00046756,0.18456219,0.028538,12.0838,12.8718074488367,2.4351,3.4972,19098
0.00046756,1.19912148,0.02250654,15.2988,9.97495759000362,1.8549,8.0595,19099
0.00046758,0.22872384,0.04241364,14.8456,9.92090061062867,2.352,5.9484,19100
0.00046759,1.0676409,0.06197605,19.4713,6.75225187438806,1.5179,14.5665,19101
0.0004676,0.52982301,0.02399864,19.3033,8.35367036933007,2.0347,11.0678,19102
0.00046765,0.07892435,0.09591941,12.4394,8.74931013985618,2.9657,3.6023,19103
0.0004677,0.04043636,0.06284263,19.4879,7.33151436494073,1.6381,13.7832,19104
0.00046771,0.32325813,0.04822481,13.3915,10.4375360954691,2.3472,4.8423,19105
0.00046771,0.80663514,0.00899349,12.8573,12.9361433091849,2.2726,4.1342,19106
0.00046772,0.28630781,0.02870518,19.2088,8.39048040254439,2.7953,8.0431,19107
0.00046774,0.55458075,0.00981657,14.6563,11.7852560706614,1.5242,8.362,19108
0.00046787,0.39782587,0.00269257,16.5656,11.1384329759438,2.6446,5.8654,19109
0.00046789,0.53688651,0.01671084,18.6336,8.99454117682444,1.7552,11.4305,19110
0.00046792,0.03695507,0.02139623,17.5315,9.82634761929438,2.3475,7.955,19111
0.00046793,0.38664338,0.08881582,15.9717,6.95642517047569,2.0603,9.2442,19112
0.00046794,0.41216484,0.0872073,13.3216,8.2172824660715,2.479,5.1356,19113
0.00046795,0.543998,0.08166567,16.0355,7.02397937272705,1.9646,9.574,19114
0.00046795,0.62469292,0.00478151,13.1233,13.203393115463,2.974,3.99,19115
0.00046796,0.45025811,0.00270731,18.059,10.1948838912367,2.7814,6.6845,19116
0.00046797,0.36479056,0.00909925,12.1095,13.9793973965797,2.4308,3.4699,19117
0.00046797,1.11788166,0.084496,13.7412,7.54832381606111,2.8539,4.4705,19118
0.00046801,1.19453728,0.07157606,16.6666,6.83286129979075,2.2893,8.7468,19119
0.00046804,0.91063875,0.04229554,12.4643,10.8944546696375,2.0757,4.9332,19120
0.00046804,1.08698559,0.01982997,18.76,8.39118630337052,2.5145,8.652,19121
0.00046806,0.24456844,0.02753254,12.0268,12.9102615171847,1.5092,6.2059,19122
0.00046807,0.36583471,0.08896215,15.9823,6.96864892449273,1.8645,10.0908,19123
0.00046808,0.2232573,0.09842543,18.0777,6.67499344491198,1.7007,13.0809,19124
0.00046808,1.01559865,0.04094396,18.1125,7.63727601222567,2.7204,7.7015,19125
0.00046808,1.03271627,0.02989594,15.1602,9.70741142409622,2.4114,5.9396,19126
0.00046811,0.98156852,0.09070763,18.6806,6.47326338729047,2.7033,9.3937,19127
0.00046815,0.10322034,0.00874272,17.583,10.4793155338346,1.8166,9.8587,19128
0.00046816,0.32125226,0.00894947,12.7322,13.5474190789849,1.8015,5.3775,19129
0.00046816,1.08963871,0.0560273,17.2936,7.2363853056375,2.3372,8.7561,19130
0.00046817,0.60662508,0.03474877,13.0391,11.2417299849129,2.9857,3.7161,19131
0.00046817,1.09866333,0.03964549,17.8802,7.74056368402,1.9131,10.7043,19132
0.0004682,0.12621066,0.04932664,17.108,8.40533235970075,2.3676,8.0821,19133
0.0004682,0.88273674,0.03644012,19.2154,7.57588382162177,2.1123,11.0323,19134
0.00046823,0.17803334,0.08922108,14.5828,7.72122268682606,1.6879,9.443,19135
0.00046826,0.86148709,0.03239309,12.3926,11.6420863211821,2.6105,3.5034,19136
0.00046827,0.57901961,0.02259737,16.6762,9.6147191523929,2.5194,6.6885,19137
0.00046828,0.17861815,0.06280981,12.1809,10.5970638200533,2.3793,4.0213,19138
0.00046829,0.84731841,0.09004483,12.5677,8.13681781072761,1.5656,8.2229,19139
0.0004683,0.90127218,0.09987459,17.9367,6.37836384771532,1.9964,11.8667,19140
0.00046838,0.90848202,0.07483851,17.3255,6.66699442496657,2.4677,8.6574,19141
0.00046839,0.68606681,0.07988228,12.6419,8.73565693703145,2.013,6.1183,19142
0.00046839,0.77509606,0.0694024,15.3633,7.61049859560637,1.6882,9.8596,19143
0.00046842,0.26564547,0.02445993,13.5821,11.9020154491568,1.9451,5.9173,19144
0.00046842,0.3631289,0.03479689,16.8711,9.0139349723588,2.7142,6.3887,19145
0.00046846,0.41417319,0.01134614,19.3506,9.09986805269272,1.6964,12.2323,19146
0.00046851,0.01098847,0.06956086,16.9239,7.72925992665831,1.5696,11.7113,19147
0.00046851,0.26143107,0.06463624,13.9228,9.18425093828911,2.6077,4.7786,19148
0.00046853,0.66856223,0.04767165,16.9692,7.98687430497423,1.8768,10.0497,19149
0.00046857,0.743388,0.01022222,15.1957,11.1933496326325,2.684,4.8631,19150
0.00046858,0.25243232,0.01137712,15.0244,11.7569120116893,1.5587,8.5392,19151
0.00046859,0.07307919,0.09393974,14.7042,7.61476690325148,2.94,4.9443,19152
0.0004686,1.16974294,0.04856149,12.6161,10.1879699659978,2.1307,5.0594,19153
0.00046863,0.85470748,0.09462022,15.2094,6.68140975111342,1.5487,11.0106,19154
0.00046868,0.82632619,0.03156488,15.1697,9.75571095362909,2.3267,6.2324,19155
0.0004687,0.05185644,0.01777432,15.8057,11.0586980598428,2.3281,6.3955,19156
0.0004687,0.98175257,0.01559662,17.4202,9.29613903959555,2.5369,7.2364,19157
0.00046872,0.43319976,0.01571198,18.6701,9.13249294846475,2.6965,7.6969,19158
0.00046874,0.15602909,0.05984336,16.1958,8.27977680471843,2.8966,5.6605,19159
0.00046875,0.48181501,0.06155793,13.4932,9.38646304720847,2.1729,5.8186,19160
0.00046876,0.38351822,0.03673787,16.0424,9.33956835885157,2.5756,6.1655,19161
0.00046881,0.53756994,0.0428609,12.5416,11.1567843381923,2.1495,4.6923,19162
0.00046882,1.07447541,0.09191054,19.6731,6.77359260921064,2.6279,10.7037,19163
0.00046883,0.43319961,0.04841474,17.2501,8.04258896844357,2.7741,6.7748,19164
0.00046887,1.00689566,0.03756092,17.7803,7.91763281807373,2.543,7.982,19165
0.00046891,0.02912778,0.01759541,14.955,11.6718990588922,2.5961,4.9079,19166
0.00046892,0.52916032,0.08014045,19.0033,6.64752558388652,1.8752,12.8317,19167
0.00046893,0.4640922,0.03405568,15.9856,9.44388391031608,2.1923,7.4539,19168
0.00046896,0.37428534,0.05472249,17.8969,7.57654485109171,1.5836,12.3345,19169
0.00046898,0.91240054,0.01018343,18.3782,9.1821914374646,2.3145,8.8286,19170
0.00046902,0.47618893,0.03453883,19.6583,7.81740703240012,2.0591,11.5436,19171
0.00046902,1.02018392,0.05174894,12.607,10.1018423440269,2.7833,3.5527,19172
0.00046906,0.95790827,0.01426389,17.3344,9.43731833868256,2.1189,8.7055,19173
0.00046909,0.09814916,0.09347477,12.5697,8.75613792844614,2.3904,4.8593,19174
0.0004691,0.95505255,0.0726457,19.4407,6.62795250518506,2.899,8.916,19175
0.00046913,0.89335096,0.02620026,13.2767,11.3591159282884,2.1622,5.0422,19176
0.0004692,1.04813683,0.04970077,15.4978,8.34238586925399,2.0909,7.8791,19177
0.00046922,0.15794773,0.03276367,12.1531,12.5639512665433,1.9349,4.8093,19178
0.00046922,0.34408942,0.08863276,19.1227,6.72129464687679,1.67,14.0288,19179
0.00046923,0.76834291,0.01303693,14.3118,11.6007730282474,2.3102,5.2099,19180
0.00046928,0.77403861,0.09510996,16.9816,6.37162447366755,1.5471,12.7561,19181
0.0004693,0.52601135,0.09174029,14.0593,7.49603675194503,2.7404,5.041,19182
0.00046933,0.43641528,0.07456522,14.2087,8.28435206344131,1.6648,8.8685,19183
0.00046933,1.17957306,0.01282894,13.3895,11.9544786941815,2.7068,3.8131,19184
0.00046945,1.03535306,0.01345834,12.1609,12.9656779112639,1.8228,5.0098,19185
0.00046948,0.16691138,0.03556123,13.481,11.3658267161638,2.7563,3.8793,19186
0.00046949,0.42396614,0.00480276,18.0949,10.0705688821291,1.9596,9.7529,19187
0.00046952,0.84042835,0.09903089,17.8567,6.36810726082939,2.4077,9.9863,19188
0.00046953,0.52087992,0.0392139,19.7104,7.58632704334514,1.761,13.0027,19189
0.00046953,0.81981075,0.02443934,14.8224,10.4406145253462,1.8511,7.5698,19190
0.00046954,0.60090286,0.06212436,12.3336,10.0387401770447,1.9198,5.7487,19191
0.00046957,0.35758114,0.06942335,15.7854,7.79096842390907,2.1447,8.2284,19192
0.00046959,0.79536068,0.02329376,15.5355,10.0658444336355,1.5214,9.6115,19193
0.00046962,0.36577308,0.0608975,13.042,9.86288257121105,1.6787,7.3089,19194
0.00046966,0.50840473,0.00527769,14.185,12.485197941795,2.3233,4.9249,19195
0.00046966,0.60641676,0.0129862,16.4931,10.2953968082806,2.647,5.9701,19196
0.00046969,0.23493649,0.00332166,17.6825,10.6016558261774,2.9248,5.9751,19197
0.00046969,0.65442139,0.07361151,16.7217,6.99070996313709,2.4683,7.994,19198
0.00046971,0.529347,0.07292195,17.4822,6.90632559587524,1.5333,12.6567,19199
0.00046976,0.46137318,0.03324196,19.0267,8.06445290069856,2.8774,7.7105,19200
0.00046993,0.30809206,0.05656584,19.6289,7.21594133146844,2.8855,8.6524,19201
0.00046993,0.81773341,0.03500032,16.288,8.88630425132865,2.9382,5.3459,19202
0.00046995,0.97215992,0.03744218,13.1236,10.6664580003078,2.0834,5.4074,19203
0.00046999,0.41394898,0.02040892,14.747,11.1598268491138,2.7752,4.4603,19204
0.00046999,0.66861534,0.09072614,18.5898,6.49556270439355,2.5855,9.7049,19205
0.00047,0.85463482,0.0028113,18.2895,9.70411805797647,2.6197,7.471,19206
0.00047001,0.21923588,0.0837958,17.2522,6.93659744143307,2.995,6.6777,19207
0.00047001,0.97591275,0.01611288,15.706,10.2697394944379,2.5428,5.7372,19208
0.00047002,0.18527475,0.04327838,15.5751,9.46593330798988,2.3434,6.6414,19209
0.00047005,0.7021395,0.04947967,19.0379,7.22240743644563,2.9247,7.9099,19210
0.00047005,0.84342432,0.08803196,13.6831,7.58297256853009,2.5771,5.23,19211
0.00047008,0.88833791,0.04461557,13.9203,9.72073921718632,2.4437,5.0181,19212
0.00047009,0.21958131,0.04705908,15.0185,9.54319817600652,1.7696,8.4713,19213
0.00047009,0.29793191,0.04750172,13.5764,10.3785946873846,1.6031,7.7995,19214
0.00047009,0.41649437,0.08481279,17.1293,6.75179778595635,2.6459,7.8866,19215
0.0004701,0.46449253,0.06980139,13.0443,9.23651302461272,2.9805,3.6826,19216
0.00047015,1.02461338,0.09475228,13.2375,7.42691242525629,2.5722,5.0576,19217
0.00047019,0.18279782,0.01336401,16.3467,10.8277546672272,1.5966,9.6992,19218
0.0004702,0.72590584,0.04381594,13.3835,10.2864694937384,2.1146,5.6077,19219
0.00047021,0.76221943,0.03337713,14.4697,10.1571541831386,2.0724,6.5497,19220
0.00047022,0.84723467,0.07442958,15.5187,7.26958138396815,1.9022,9.2368,19221
0.00047024,0.19358926,0.08426931,17.487,6.91037242195715,2.149,10.1746,19222
0.00047026,0.65927893,0.00199324,18.0676,10.0308511692532,2.4163,7.9424,19223
0.00047029,0.5497244,0.02302714,19.132,8.44239162584997,2.4074,9.3674,19224
0.0004703,0.25941646,0.01782099,17.5429,9.75641272650686,1.6889,10.6008,19225
0.0004703,0.38667631,0.08560878,14.382,7.72876158784174,1.7388,8.9904,19226
0.00047038,0.1108647,0.08303503,19.9438,7.0210272852342,2.2093,12.2626,19227
0.00047043,0.46726552,0.03304255,15.6372,9.71039819182882,1.6422,9.3424,19228
0.00047045,0.05049317,0.06074188,15.6536,8.64292571579697,2.7701,5.5918,19229
0.00047045,0.19583155,0.02117335,19.3813,8.79585871401073,2.8499,7.8546,19230
0.00047047,0.95345294,0.01006001,19.0042,8.88331840100951,2.7067,7.9528,19231
0.00047055,1.0422467,0.05975692,17.1475,7.15108032804262,2.449,8.2464,19232
0.00047058,0.06405228,0.01227273,13.0247,13.4010910855535,2.1768,4.457,19233
0.00047058,0.14957882,0.04701382,15.2559,9.48670949893639,2.8121,4.9761,19234
0.00047059,0.8351323,0.07578998,18.2029,6.56712782576457,2.5066,9.34,19235
0.0004706,0.71977586,0.02255416,14.2477,11.0518285677901,2.7273,4.2701,19236
0.00047065,1.00307274,0.04088718,13.8723,9.89332907131797,2.2412,5.5947,19237
0.00047067,0.25106168,0.02640709,18.6741,8.74191132218099,1.7647,11.5867,19238
0.0004707,1.08927345,0.09938915,12.622,7.53850078641443,2.8602,3.9551,19239
0.00047073,1.09503365,0.02402049,17.8015,8.55969518542983,1.9687,10.022,19240
0.00047076,0.07027145,0.05272332,12.5089,11.1114684051765,1.8296,5.9193,19241
0.00047078,0.05090251,0.05036569,17.3437,8.34327095825908,2.0525,9.583,19242
0.00047079,0.66944534,0.08887307,15.7324,6.7925911183281,2.4171,7.6304,19243
0.0004708,0.79255503,0.03190975,16.5975,8.91376562509106,2.6634,6.3423,19244
0.00047082,0.21507402,0.01184517,15.7514,11.2718559145034,1.6298,8.952,19245
0.00047082,0.4016808,0.06940538,12.4535,9.73650151190482,1.6582,7.0489,19246
0.00047083,0.90928084,0.00178179,15.9157,11.1279598558258,2.762,5.1248,19247
0.0004709,0.54552644,0.01181517,16.3362,10.5266943498901,2.0965,7.707,19248
0.0004709,0.88908827,0.02674925,16.8942,8.97930568551079,1.5269,11.0353,19249
0.00047091,0.38792354,0.06661523,12.5648,9.83531667894901,2.0335,5.5814,19250
0.00047091,1.1770885,0.02141572,17.2557,8.92450983363446,2.1339,8.7771,19251
