"a","b","d","c","rmse_p","h","rmse_b","ID"
0.00031428,0.51715136,0.07741094,12.353,9.45333431681005,2.1625,5.1595,11173
0.0003143,0.12323942,0.03890728,12.9038,11.8619457780781,1.8306,5.9582,11174
0.00031431,0.89160573,0.02928159,13.2116,11.4352362841096,1.6003,7.1359,11175
0.00031432,0.3267878,0.0788862,14.5358,8.21818259414922,2.3896,6.2835,11176
0.00031432,0.79810685,0.09145417,16.9236,6.53914913258036,2.6128,8.0347,11177
0.00031437,0.40063757,0.09192767,14.0957,7.78976316732896,2.214,6.8678,11178
0.00031437,0.41822794,0.06904609,19.2377,6.98441326850286,1.7068,13.4498,11179
0.00031442,0.27527827,0.07155493,18.7669,7.08363374926744,2.2436,10.6885,11180
0.00031445,0.41240698,0.04488524,12.2251,11.6366559192678,2.8269,3.4766,11181
0.00031447,0.92999965,0.01796141,16.225,10.0807629178819,2.5597,6.1225,11182
0.00031448,0.02588084,0.06313328,13.7577,9.89789726433081,1.8609,7.1737,11183
0.0003145,0.33420312,0.01650526,14.8004,11.7009342081304,2.9722,4.2679,11184
0.00031451,0.32640883,0.07325223,18.1505,7.08138667631817,1.804,12.0291,11185
0.00031451,0.85974032,0.06565443,12.8264,9.46638229847185,1.8379,6.6516,11186
0.00031452,0.56203252,0.03201655,15.6635,9.87852396116494,1.6271,9.3928,11187
0.00031453,0.23368657,0.04120045,19.2022,8.05226689968369,2.8878,7.9109,11188
0.00031456,0.07902883,0.0154834,19.0044,9.58153347274828,1.9252,10.8972,11189
0.00031459,0.12027251,0.07523266,18.9118,7.13846886891131,1.8573,12.541,11190
0.00031463,0.06080788,0.05667557,19.1146,7.6759199772112,2.6173,9.1113,11191
0.00031463,0.37344339,0.01017099,18.7976,9.64625933305515,1.6234,11.9259,11192
0.00031466,0.87176174,0.0472613,16.9007,8.07770699855551,1.6985,10.7532,11193
0.00031472,1.04088986,0.04366042,17.1243,8.05691806367027,2.7993,6.5816,11194
0.00031473,0.07733007,0.06446064,12.9681,10.2899685387021,2.4265,4.4883,11195
0.00031473,0.76854515,0.06807657,15.4517,7.82803055002154,2.3429,7.1596,11196
0.00031477,0.03913629,0.08234996,19.4404,7.10663242528059,2.1483,11.9552,11197
0.00031477,0.19557336,0.06909264,19.5257,7.15438252913135,1.9088,12.7869,11198
0.00031478,0.64812708,0.09235953,18.8249,6.60267297796007,2.7424,9.2936,11199
0.0003148,0.60607129,0.05019592,13.636,10.057947791421,2.4477,4.8016,11200
0.0003148,0.65798503,0.05751405,16.2561,8.03338966431443,1.6648,10.4632,11201
0.00031482,0.91588414,0.08663329,15.6545,6.90682983107509,1.6325,10.8366,11202
0.00031483,0.6946435,0.06382021,14.5819,8.57738332475896,2.4931,5.72,11203
0.00031484,0.86205524,0.01064956,19.6125,8.8525692268226,1.7006,12.5297,11204
0.00031486,0.23002681,0.01740175,15.6173,11.2042486328791,2.493,5.7064,11205
0.00031487,0.198195,0.04175409,13.2691,11.3120026763223,1.609,7.2751,11206
0.00031487,0.5496074,0.07118399,16.4392,7.43531563862208,1.5397,11.5129,11207
0.00031488,0.39837301,0.03392409,15.0265,10.3439905198995,2.6774,4.9852,11208
0.0003149,0.55978799,0.07749516,16.7271,7.09325808580494,2.4036,8.2864,11209
0.0003149,0.8677001,0.06388392,15.5188,7.92226147378818,2.3483,7.13,11210
0.0003149,1.05475199,0.08691247,12.7619,8.23379581100818,2.5519,4.5535,11211
0.00031491,0.88437718,0.02635545,18.3807,8.4968723324251,2.8363,7.2103,11212
0.00031494,1.08987522,0.09149278,17.9508,6.45271099511876,2.623,9.0342,11213
0.00031496,0.81437898,0.04113165,14.8901,9.57753684755635,2.8923,4.5416,11214
0.00031499,0.34830293,0.09500673,14.8659,7.36467447665381,1.9882,8.5862,11215
0.000315,0.57210749,0.06883607,16.8769,7.34759270947729,2.5619,7.6172,11216
0.00031502,0.9701649,0.04086238,18.2386,7.79133895984205,2.3405,9.2346,11217
0.00031502,1.11985397,0.07055102,14.5069,7.97658775279798,2.827,4.8495,11218
0.00031505,1.17781866,0.04629051,12.9181,10.3316495189729,2.1844,5.0667,11219
0.00031509,0.01583331,0.04987854,19.2425,7.94054260693534,2.6965,8.7729,11220
0.0003151,0.70484632,0.04673642,17.6274,7.91327337092778,2.6379,7.5843,11221
0.00031515,1.03093779,0.00722721,14.8324,11.6288273119598,1.9076,7.002,11222
0.00031517,0.96190625,0.06830616,13.9943,8.47957565103526,2.2755,6.1234,11223
0.00031518,0.710738,0.09875666,18.7132,6.58806378450238,1.8233,13.2674,11224
0.00031519,0.26436335,0.07518681,19.0727,6.99601820807809,1.6196,13.789,11225
0.0003152,1.1315546,0.03702131,17.6548,8.11820464819281,1.6866,11.3647,11226
0.00031521,0.76779252,0.04567085,15.8198,8.79144748073531,2.0821,8.0242,11227
0.00031522,0.20764826,0.04228213,18.3402,8.32070891571729,1.9827,10.6563,11228
0.00031523,0.24944739,0.07090593,13.9112,9.07890491146937,1.6944,8.2655,11229
0.00031523,0.39263105,0.00352942,17.739,10.5904163864714,1.7011,10.4092,11230
0.00031525,0.18715119,0.04030761,13.1158,11.5308643382607,2.9868,3.7642,11231
0.00031526,0.75715011,0.03899252,18.6982,7.84787414745408,1.7142,12.2233,11232
0.00031529,0.6596548,0.08166579,15.4407,7.33047414587512,2.0983,8.4265,11233
0.00031531,1.10358226,0.04331841,15.7998,8.69894727068397,2.9342,5.129,11234
0.00031535,0.37821972,0.06958085,15.6724,8.00839595076434,1.7646,9.686,11235
0.00031538,0.92222357,0.03807275,13.9146,10.329931797364,1.9474,6.6174,11236
0.0003154,0.17566514,0.07147948,12.3988,10.1552625956816,1.9195,5.8903,11237
0.0003154,0.85219026,0.01212105,15.6626,10.8782929292162,1.9425,7.7123,11238
0.00031544,0.09060417,0.06107725,15.6556,8.77565555402265,2.476,6.5507,11239
0.00031544,0.95443791,0.09953086,13.9816,7.11139107721749,1.8388,8.6552,11240
0.00031549,0.92704135,0.06742544,18.123,6.8600526368784,1.5945,12.9448,11241
0.00031549,1.05249965,0.02110484,12.3911,12.4759597288682,1.5282,6.4924,11242
0.0003155,0.62520164,0.02375907,17.9183,9.04581400795814,1.6813,11.1946,11243
0.00031551,0.19699444,0.07489752,14.4446,8.61577739844814,2.1223,7.0979,11244
0.00031553,0.73756921,0.07463326,12.1674,9.52014992794256,1.6954,6.8012,11245
0.00031554,0.94926012,0.08475559,13.3831,8.02910055382928,2.5002,5.1536,11246
0.00031556,0.31778556,0.08595449,16.864,7.01193457892628,1.6364,11.8234,11247
0.00031557,0.56192338,0.02145694,13.278,12.2266749672686,2.1385,4.9588,11248
0.00031559,0.55426425,0.00208861,14.4789,12.6717016706756,1.8448,6.709,11249
0.00031563,0.19523311,0.04973042,15.0653,9.60574669010491,1.7146,8.7678,11250
0.00031563,0.42042825,0.09220491,15.5046,7.13715644236087,1.856,9.7183,11251
0.00031563,1.01577389,0.06159833,12.4527,9.84371028002323,1.9852,5.6624,11252
0.00031571,1.06646681,0.03149848,15.1208,9.82578443664034,1.7059,8.645,11253
0.00031575,0.4146224,0.00700339,15.3792,11.8417300712337,2.1649,6.4296,11254
0.00031577,0.34203282,0.07331771,15.9194,7.76470654136013,2.1718,8.2981,11255
0.00031579,0.78598648,0.06370202,14.2862,8.68142509217628,2.3004,6.1545,11256
0.00031579,1.16411054,0.06311265,14.1138,8.55846396994745,2.4555,5.5241,11257
0.0003158,0.90867972,0.07936266,17.4866,6.66360299221054,1.7208,12.0592,11258
0.00031582,0.66689795,0.02693069,19.5831,8.18327512594481,1.5556,13.4751,11259
0.00031583,0.3789598,0.07166672,17.2694,7.28837365645276,2.7099,7.4448,11260
0.00031584,0.70662993,0.01426404,15.3572,11.0707720708828,2.5326,5.4001,11261
0.00031585,1.01572013,0.06639689,16.2919,7.37277818291005,2.4299,7.6282,11262
0.00031586,0.68431538,0.05821571,18.0125,7.31063927814069,1.6299,12.3752,11263
0.00031586,1.1144439,0.07870398,12.4913,8.78514241992097,2.2156,5.2627,11264
0.00031586,1.15284371,0.02291385,13.9364,11.1218563741653,2.266,5.2359,11265
0.00031588,0.26411051,0.0081828,15.7513,11.6800530602394,2.7173,5.1136,11266
0.0003159,0.45255053,0.05470035,16.364,8.31229632815087,2.6573,6.4926,11267
0.0003159,0.99689752,0.09131446,13.5363,7.61999997564267,1.8813,7.8405,11268
0.00031591,0.22316481,0.04033069,15.4626,9.87624256669089,1.5756,9.5298,11269
0.00031592,0.0654669,0.07042349,14.9217,8.73716833998123,1.7692,8.8705,11270
0.00031593,1.1624943,0.03110629,12.7063,11.4758616840373,2.7706,3.5571,11271
0.00031595,0.19364372,0.07493274,13.3033,9.3198496542141,2.6343,4.3813,11272
0.00031595,0.28983423,0.06025195,17.4718,7.75085917911992,1.9908,10.2249,11273
0.00031596,0.94226587,0.06586141,14.6447,8.23818702945897,1.9179,8.0935,11274
0.00031597,0.86118203,0.00881542,14.2684,12.0639135666431,1.5144,8.0411,11275
0.00031598,1.10115707,0.03924308,14.6502,9.62970776641131,2.0058,7.1508,11276
0.00031601,1.18066251,0.0302067,15.0286,9.89100126148973,2.7871,4.7668,11277
0.00031602,0.01891478,0.04012953,13.4272,11.5313534495282,2.9848,3.8305,11278
0.00031604,0.40284696,0.08118042,18.7404,6.79979345605772,2.4876,9.9148,11279
0.00031607,0.05384658,0.01846876,18.6625,9.60152499478102,2.9548,6.821,11280
0.00031607,0.10795631,0.03052437,16.4704,9.99585870665234,1.5791,10.2401,11281
0.00031607,0.72530419,0.04985466,18.8997,7.37147935286084,2.5744,9.0771,11282
0.00031609,0.51160794,0.06102274,18.717,7.17874053740806,2.5393,9.2416,11283
0.0003161,0.32483524,0.01174319,12.7741,13.5461843802013,2.9514,3.9771,11284
0.00031612,0.86988127,0.07505306,15.0236,7.64412669846277,2.7631,5.4752,11285
0.00031613,0.45541942,0.04682167,17.9212,8.00808389541667,2.6261,7.846,11286
0.00031616,1.04698348,0.05640506,13.4105,9.45993591868048,1.9333,6.6478,11287
0.00031618,0.63933986,0.04820006,18.9727,7.47198762162551,2.4589,9.5469,11288
0.00031623,0.36871743,0.00829953,18.1081,10.1118878026138,2.8244,6.6492,11289
0.00031626,0.79346454,0.00945334,13.0175,13.0215411620719,2.6249,3.727,11290
0.00031629,0.20973323,0.0740168,18.0082,7.198703398686,1.947,11.2558,11291
0.00031629,0.71971881,0.09738087,16.3243,6.55789214653775,2.9104,6.5163,11292
0.00031631,0.22050162,0.08133212,18.2725,6.97266274717546,1.6507,13.0048,11293
0.00031631,0.46394494,0.09534889,18.8646,6.6838750736889,2.2313,11.4764,11294
0.00031631,0.90707171,0.00585769,13.1974,13.0308656377644,1.9795,5.2018,11295
0.00031638,0.83524418,0.06430852,12.4974,9.79470582697354,2.7262,3.6365,11296
0.00031644,0.17970707,0.01946864,17.582,9.93706582306351,2.8481,6.2869,11297
0.00031645,0.42440236,0.02561048,16.7974,9.72881386916932,2.3355,7.4553,11298
0.00031646,0.31642273,0.07918257,12.6053,9.40434171537731,1.952,6.1755,11299
0.00031647,0.13047828,0.00959041,13.9534,13.0287759433772,1.7314,6.7142,11300
0.00031648,0.12763762,0.02003577,17.6105,9.95136130402115,2.4224,7.7147,11301
0.00031648,0.48717409,0.0026756,13.7782,13.2235931259215,2.1301,5.0999,11302
0.0003165,0.31779629,0.03375769,16.2133,9.69954152987819,1.7806,9.2607,11303
0.00031655,0.94067979,0.06612511,16.3893,7.38299184448957,2.0453,9.2541,11304
0.00031659,0.56649125,0.05483792,16.9083,7.94244772626655,2.5551,7.37,11305
0.00031662,1.00584793,0.0722177,13.5566,8.51053962493827,2.4469,5.227,11306
0.00031663,1.12755024,0.00191315,17.5424,10.1807620516884,2.7399,6.4488,11307
0.00031664,0.60318375,0.08680544,17.3715,6.66720682658123,2.2816,9.6369,11308
0.00031665,0.05894358,0.01684344,18.275,9.87627036839045,2.7459,7.1197,11309
0.00031665,0.54223537,0.0458619,18.5418,7.7573322427871,2.7796,7.8508,11310
0.00031668,0.98067439,0.06220629,13.1431,9.35003062464008,1.8404,6.8913,11311
0.00031669,0.17362088,0.00735518,15.3462,12.1216177283574,2.2435,6.0983,11312
0.00031671,0.75701123,0.0951742,19.5819,6.76761084725243,2.517,11.0361,11313
0.00031673,0.43169016,0.00699179,15.6534,11.6339592896492,1.7801,8.1483,11314
0.00031673,0.7640872,0.03950967,14.7073,9.83596200985037,2.7838,4.6166,11315
0.00031673,0.93328232,0.0108192,13.3883,12.5161204808366,1.513,7.2559,11316
0.00031675,1.11102033,0.02822178,14.9301,10.1228302483403,2.8683,4.5134,11317
0.00031676,0.19410434,0.05398946,12.6564,10.9921774703436,2.0975,5.0884,11318
0.00031677,0.23799533,0.03721524,12.8803,11.8421678795634,2.9499,3.7192,11319
0.00031678,0.31574109,0.09968958,17.923,6.675603402688,2.7412,8.5431,11320
0.00031678,0.85891342,0.05888999,18.7413,7.0322908739159,2.3666,9.9981,11321
0.0003168,0.82520264,0.08367521,14.1881,7.71507004660658,2.8171,4.8093,11322
0.00031681,0.04830641,0.07984532,17.0578,7.43645435615042,2.4334,8.4116,11323
0.00031686,0.64415938,0.03112977,19.2127,8.12003068076471,2.0582,11.0369,11324
0.00031686,1.13330257,0.00118646,15.486,11.5086323148905,1.8356,7.8001,11325
0.00031687,0.68791938,0.02686948,12.0834,12.6495200848518,1.8707,4.9327,11326
0.00031689,0.79032564,0.037349,17.3685,8.42720756044245,1.7273,10.8248,11327
0.00031698,0.09186587,0.07797735,16.3874,7.67208675748488,2.4236,7.7869,11328
0.000317,0.80294943,0.04591668,13.8997,9.9493082401424,2.9597,3.9501,11329
0.00031701,0.90695935,0.08899701,15.5943,6.85453906479758,1.6302,10.848,11330
0.00031704,0.85482609,0.07702306,15.0249,7.56538228418493,1.5788,10.1841,11331
0.00031707,1.08109963,0.02027296,18.3196,8.73087599505346,1.567,12.1215,11332
0.00031708,0.92756838,0.03893123,15.53,9.21930886808318,2.0598,7.7233,11333
0.0003171,0.02103961,0.00145327,18.9008,10.5185435507274,1.6116,11.7912,11334
0.00031717,0.83228356,0.02474171,17.3425,9.1058669958874,2.0873,9.0062,11335
0.00031721,0.39572337,0.02693384,19.0381,8.60228005089313,1.5778,12.767,11336
0.00031725,0.61507463,0.08316332,14.7656,7.61162808324781,1.7694,9.1907,11337
0.00031726,0.13914815,0.05019883,19.0336,7.83575590012566,1.9883,11.4821,11338
0.00031726,0.80589747,0.02520526,14.2523,11.0203436357649,2.0441,6.2646,11339
0.00031734,0.76515442,0.08040157,18.1944,6.62595901639309,2.9047,7.8441,11340
0.00031735,0.40977904,0.01278694,13.9037,12.5122297776231,2.8437,3.9894,11341
0.00031736,0.99770004,0.00816839,19.1522,9.08587711915728,1.9149,11.1401,11342
0.0003174,0.15241934,0.04809322,13.4564,10.8312859965306,1.745,7.0344,11343
0.00031742,0.54139727,0.09139153,15.0892,7.21073215206865,2.4112,7.0471,11344
0.00031744,0.4582527,0.02519373,14.2337,11.3817736011442,2.5074,4.7161,11345
0.00031751,1.06323624,0.08510472,19.5475,6.69575742514075,2.2263,12.0692,11346
0.00031752,0.65294498,0.09264822,15.3672,6.97294780144657,2.9107,5.6004,11347
0.00031754,0.84361666,0.04877678,13.3607,10.1116633200155,1.6358,7.5864,11348
0.00031754,0.99385303,0.06469516,19.5053,6.81003735267673,2.7741,9.2581,11349
0.00031756,0.35195765,0.06087107,14.9281,8.87575218587785,1.8371,8.4293,11350
0.00031757,1.0519861,0.01128763,12.8321,12.8089356310235,2.1642,4.436,11351
0.00031758,0.4094429,0.08303998,17.7037,6.8381759924312,2.3363,9.5874,11352
0.00031758,0.73925936,0.06360039,15.7533,7.91139976688312,2.2754,7.5961,11353
0.00031759,0.43335459,0.0339218,14.4555,10.6867531042707,2.2121,5.939,11354
0.0003176,0.66490769,0.05617026,17.0034,7.75564887337081,2.5803,7.4133,11355
0.00031764,0.59047621,0.05110436,12.9987,10.4656262719511,2.7521,3.7455,11356
0.00031765,1.03353965,0.02006747,18.0633,8.88253120785199,2.0143,9.9441,11357
0.00031768,0.14268625,0.038084,18.8138,8.41493993079586,2.3451,9.5126,11358
0.0003177,1.02360964,0.01543546,14.7645,11.1262711202418,2.3267,5.5982,11359
0.00031773,0.33480206,0.08032637,19.3342,6.87247644140038,1.8844,13.0272,11360
0.00031773,1.0710007,0.00779983,12.9143,12.9730548245399,1.9428,5.1406,11361
0.00031776,0.94317198,0.08893815,13.8232,7.59822900800247,2.0363,7.3943,11362
0.00031785,1.12142491,0.02521706,13.856,11.0465904063075,1.672,7.4265,11363
0.00031786,0.17498748,0.0207095,19.0802,9.14484721027009,2.3305,9.4587,11364
0.00031786,0.41880333,0.00338517,17.5291,10.6900154838349,1.812,9.7459,11365
0.00031787,1.16885698,0.06061403,19.5336,6.87183807372986,1.5525,14.4241,11366
0.0003179,0.32165456,0.07647045,19.4111,6.92893932128952,2.2475,11.432,11367
0.00031798,1.13974905,0.01166743,15.1061,11.0574881040344,2.1987,6.2849,11368
0.00031801,0.2161025,0.06775514,12.7675,10.0548418350671,2.9039,3.6169,11369
0.00031804,0.79242229,0.09481979,13.5964,7.5728467800064,1.6049,9.123,11370
0.00031805,0.9353953,0.04800066,16.6614,8.10542083149281,2.8388,6.1209,11371
0.00031811,0.47295833,0.07901356,18.6696,6.78429437785957,2.1073,11.409,11372
0.00031816,0.75487286,0.06562939,17.1817,7.22947913114284,2.2503,9.1086,11373
0.00031818,0.46290788,0.02611016,13.2236,12.0562856695143,1.7764,6.2688,11374
0.00031819,1.17701459,0.07507383,16.9179,6.8127469393039,2.5563,7.9608,11375
0.00031821,0.59429908,0.09971463,17.5927,6.49709484695163,2.227,10.4034,11376
0.00031821,0.72120005,0.0052488,18.1441,9.93720725035211,2.1111,9.2316,11377
0.00031824,0.84804684,0.09254888,19.956,6.85405746976179,2.4539,11.6243,11378
0.00031827,0.84635979,0.0717048,14.0695,8.3377776911312,1.8028,8.1413,11379
0.00031827,0.97979665,0.05836736,18.7955,6.99479960778277,2.5506,9.3226,11380
0.00031831,0.65668023,0.00274598,18.9858,9.71837541835595,2.1603,9.7721,11381
0.00031832,0.91796094,0.0085787,15.3954,11.2336738656185,2.7798,4.7938,11382
0.00031833,0.40860701,0.05503002,19.3333,7.34098741247526,2.4018,10.2242,11383
0.00031834,0.60205823,0.06562725,16.0073,7.80894728353718,2.2335,8.0163,11384
0.00031837,0.47988346,0.09524228,12.8721,8.24025957186878,1.9267,6.9752,11385
0.00031839,0.09083576,0.00203631,14.0947,13.4929404912683,2.8315,4.1102,11386
0.00031839,0.28033698,0.0995163,17.8279,6.69973493214933,1.6157,13.2154,11387
0.00031841,0.58135986,0.01310778,19.3989,9.0109880686883,1.7703,12.0074,11388
0.00031844,0.67681277,0.04277688,15.7116,9.09248876818799,1.6762,9.5203,11389
0.00031845,0.87908274,0.03374698,19.8047,7.70112122842143,2.6165,9.4535,11390
0.00031846,0.62673473,0.09924575,16.0647,6.62331213522386,1.7124,11.1394,11391
0.00031848,1.13242388,0.06445481,13.4601,8.90814514269763,1.8337,7.3193,11392
0.0003185,0.83511406,0.02750535,12.4993,12.138466735987,2.43,3.7564,11393
0.0003185,1.08744454,0.08535887,19.3956,6.66567876897,2.621,10.2715,11394
0.00031851,0.94645905,0.05398567,16.0835,8.07374962797856,2.4161,7.1961,11395
0.00031856,0.19414037,0.08689316,14.3665,8.09523461092185,1.8582,8.4039,11396
0.00031856,0.34846586,0.07757793,17.114,7.16204333984208,2.3221,8.933,11397
0.00031859,0.53749722,0.07870503,17.517,6.87341709369252,2.9677,6.9342,11398
0.00031864,0.07269283,0.06014908,14.2693,9.66529006293558,1.577,8.8018,11399
0.00031867,0.38895851,0.09399115,12.5739,8.5795808425284,2.1731,5.6732,11400
0.0003187,0.65420645,0.06416097,16.7585,7.50973651395853,2.9732,6.0228,11401
0.0003187,0.84903198,0.08972336,17.1354,6.5207990275011,2.1502,10.1009,11402
0.00031872,0.68368757,0.06087504,14.0299,9.08435670535889,2.7845,4.4061,11403
0.00031878,0.20306139,0.0359422,19.3649,8.26009568352,1.5102,13.5584,11404
0.00031878,0.81738937,0.07462689,13.6137,8.48466058106046,2.0419,6.7843,11405
0.00031879,0.56785655,0.04690659,14.6079,9.63642817386672,2.9691,4.285,11406
0.0003188,0.94577754,0.02869062,17.2985,8.82055306149795,2.6031,7.1073,11407
0.00031881,0.08070986,0.01065119,17.417,10.6883290328582,2.1333,8.43,11408
0.00031881,1.17527521,0.02961374,17.618,8.49173462978738,2.1725,9.1157,11409
0.00031886,1.01505756,0.05140205,14.9596,8.7789870931434,2.0446,7.548,11410
0.00031891,0.87122238,0.01602978,13.7669,11.9257233737595,2.0639,5.5902,11411
0.00031892,0.67519444,0.0022519,14.3832,12.6029095893491,1.7557,6.9906,11412
0.00031895,0.15080172,0.0862006,16.659,7.231199898305,1.6208,11.6504,11413
0.00031895,0.30303186,0.02159312,16.0157,10.5828433850339,2.7106,5.4781,11414
0.00031899,0.48273391,0.03247645,12.6433,12.0476075678841,2.8563,3.6131,11415
0.000319,0.45854741,0.09555505,16.5928,6.71467467013756,2.9871,6.3978,11416
0.00031901,0.20151499,0.00385538,17.3861,10.9888929837278,2.7814,6.1141,11417
0.00031905,0.95849019,0.08804902,15.4053,6.9223573248671,2.82,5.8874,11418
0.00031907,0.24717963,0.0592773,15.7684,8.60802149022514,1.7319,9.6292,11419
0.00031907,0.94443434,0.02591807,15.5654,9.97387313491968,1.7311,8.8111,11420
0.00031911,0.72595507,0.02268846,13.184,12.0431076474236,2.9809,3.8262,11421
0.00031912,0.83514541,0.09602811,13.2131,7.69615500904596,1.793,7.9823,11422
0.00031915,1.00293124,0.07078309,18.6363,6.70731949711059,1.8096,12.6086,11423
0.00031916,0.95889348,0.09966823,19.9793,7.00363096767314,1.7537,14.9261,11424
0.00031917,0.96346658,0.05114714,17.0403,7.76781198240968,2.6197,7.2622,11425
0.00031919,1.10260797,0.03920092,17.5799,8.04916113447551,2.1178,9.5043,11426
0.00031924,1.05145621,0.03794665,13.6851,10.3930020532895,1.9185,6.5429,11427
0.00031925,0.88561356,0.08881994,19.6106,6.71473452049703,1.6979,14.5036,11428
0.00031927,0.07391687,0.04428964,17.6144,8.67817393666858,1.6734,11.2831,11429
0.00031928,0.02830911,0.08374385,15.1618,8.04367973715558,1.626,10.0547,11430
0.00031933,0.28783211,0.08907361,18.997,6.8145613427654,1.6744,13.8375,11431
0.00031934,0.13801043,0.09420977,19.1195,6.92676419505994,2.3754,10.9975,11432
0.00031934,0.1496118,0.08613901,19.9229,7.04558885060001,2.8217,9.7517,11433
0.00031934,0.26059771,0.05312702,17.7161,7.99598743990838,2.2386,9.2562,11434
0.00031936,0.15684953,0.00260498,16.9408,11.3970696687191,1.9179,8.6756,11435
0.00031937,0.12363322,0.00879201,13.447,13.4704111315659,2.4105,4.1936,11436
0.00031939,0.45924231,0.06194925,19.9286,7.07547130241987,1.973,12.7978,11437
0.0003194,0.50421,0.09475353,12.2551,8.62135678124724,1.8167,6.837,11438
0.00031942,1.1943047,0.0455888,15.3664,8.76149749934283,2.3353,6.7142,11439
0.00031944,0.67869461,0.04654894,17.9385,7.81867025280087,1.6779,11.7982,11440
0.00031949,0.85255909,0.00522554,12.9806,13.2868724194359,2.7269,3.7183,11441
0.00031954,0.08664829,0.09461798,12.7275,8.82088069415343,1.8835,6.8929,11442
0.00031957,0.77801603,0.00807447,19.7251,8.99866430399148,1.5094,13.3921,11443
0.00031959,0.72385621,0.06851975,12.7555,9.46244223888314,1.5438,7.8542,11444
0.0003196,0.40893194,0.05205651,18.9163,7.52159250525315,1.6829,12.8076,11445
0.0003196,0.4149242,0.03476435,19.5715,8.03873714319015,1.7471,12.7508,11446
0.00031961,0.71755296,0.03298993,16.7752,9.02005831194558,2.7286,6.2689,11447
0.00031963,0.23248161,0.05022822,18.7542,7.80554727010692,2.0538,10.955,11448
0.00031963,1.05274582,0.09498431,19.8314,6.88437174140546,1.6926,14.9569,11449
0.00031964,0.74075997,0.00401085,16.8249,10.7570277736472,1.6802,9.7001,11450
0.00031968,0.06576948,0.01444728,17.5451,10.3977514699945,2.3432,7.8272,11451
0.0003197,0.99855012,0.08334782,14.9407,7.25488358625406,2.2587,7.429,11452
0.00031993,0.53348583,0.03416353,19.1098,8.09880077011262,2.1144,10.7451,11453
0.00031994,0.76276022,0.03922668,17.8968,8.11821878226785,2.2206,9.3064,11454
0.00031996,0.15338165,0.05843498,17.4354,7.99127808483637,1.7775,11.0238,11455
0.00032,0.17704721,0.00447181,15.4153,12.2594150584244,2.0467,6.7959,11456
0.00032002,0.33189741,0.08708063,17.3858,6.86203723180768,2.6028,8.291,11457
0.00032002,0.79463542,0.00984171,12.231,13.6044053191447,2.1719,3.9198,11458
0.00032002,1.15402579,0.04782683,15.5041,8.58013757066277,2.2949,7.0323,11459
0.00032003,0.09422165,0.06877959,13.6817,9.53168138777076,2.1344,6.1756,11460
0.00032004,0.51917779,0.0196136,13.8664,11.9510809071314,2.0627,5.6832,11461
0.00032006,0.23784275,0.07699149,13.8044,8.83332427319081,2.2334,6.1344,11462
0.00032007,0.14371635,0.09119919,13.3328,8.53931432409525,1.762,7.9086,11463
0.00032013,0.18024528,0.04835756,12.4814,11.4891461809402,2.9371,3.6047,11464
0.00032016,0.3750889,0.04680328,17.4119,8.29320876230963,2.7093,7.0728,11465
0.0003202,0.31766909,0.07236516,13.588,9.11675004304901,1.9515,6.9409,11466
0.00032026,0.21008803,0.02938304,17.3956,9.41652088138449,2.8129,6.3898,11467
0.00032031,0.80357552,0.02917092,13.6605,11.1814843088429,2.5155,4.367,11468
0.00032031,0.8916952,0.0651179,12.3705,9.78442028624373,2.2792,4.6037,11469
0.00032032,0.33875155,0.0152723,12.4788,13.509604271161,1.8777,4.9802,11470
0.00032032,1.14942014,0.01901855,13.8026,11.4735139366209,1.6262,7.4289,11471
0.00032033,0.58070207,0.01335795,14.3018,11.991334089512,1.734,7.2114,11472
0.00032037,0.26204714,0.02926097,13.4653,11.8946136016862,2.5701,4.086,11473
0.00032039,0.35007986,0.05393987,14.1885,9.7283608740021,1.9629,7.0389,11474
0.00032039,0.85487258,0.07922205,12.0025,9.27084754601333,1.8896,6.0005,11475
0.0003204,0.93212163,0.04183382,13.9059,10.0844607474633,2.1882,5.7889,11476
0.00032041,0.75316781,0.07222461,12.5214,9.38642231455209,2.2508,4.9415,11477
0.00032045,0.16040061,0.09937413,15.1923,7.29580557685806,1.9718,9.0336,11478
0.00032045,0.20247473,0.01172368,14.5752,12.3315000756025,1.5189,8.2295,11479
0.00032045,0.59474385,0.06055143,17.5085,7.43451460879585,1.9946,10.3316,11480
0.00032045,1.12251425,0.05730725,14.1569,8.86714259733116,2.4964,5.3037,11481
0.00032051,0.55654424,0.0332953,12.0979,12.3329852930423,2.686,3.4112,11482
0.00032053,0.2290121,0.05049642,18.2996,7.93677149537316,2.3181,9.4263,11483
0.00032055,0.68659449,0.0654066,16.791,7.41845656848235,2.2948,8.532,11484
0.00032057,0.18070342,0.07208801,13.8639,9.12333193253475,2.2931,5.8485,11485
0.0003206,1.07835901,0.04118588,19.5047,7.40480964818136,2.9353,8.1783,11486
0.00032063,0.50099033,0.03415254,12.9194,11.7039441174787,2.2829,4.4306,11487
0.00032063,1.01113737,0.03878656,15.5347,9.16083036415249,2.4297,6.3475,11488
0.00032067,0.99386132,0.01570848,15.1007,10.8959964631945,1.6352,8.537,11489
0.00032069,1.17489791,0.09621532,14.4487,6.9352915495225,2.0613,8.14,11490
0.0003207,0.04372501,0.03604204,15.848,10.1162665359886,2.695,5.557,11491
0.00032072,0.91139489,0.05108927,12.1118,10.8171643679437,1.6687,6.3201,11492
